cenario;arquivo_instancia;makespan_final;ddlb;razao_ms_ddlb;melhoria_ms;iteracoes;tempo_ga_ms
LLLHLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLH\LLLHLLH_9.json;8178,36;8014,69;1,0204;337,46;9;4,11
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_1.json;2177,77;2138,25;1,0185;105,95;4;0,00
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_10.json;2156,32;2135,75;1,0096;58,93;2;0,86
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_2.json;2183,12;2147,32;1,0167;65,98;2;0,00
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_3.json;2142,11;2130,70;1,0054;128,13;4;0,54
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_4.json;2172,48;2126,49;1,0216;169,58;3;0,00
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_5.json;2201,13;2155,09;1,0214;84,48;4;0,50
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_6.json;2145,78;2108,38;1,0177;134,32;5;0,00
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_7.json;2195,89;2158,03;1,0175;22,91;2;0,00
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_8.json;2163,11;2125,37;1,0178;106,20;4;0,60
LLLHLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLHLLL\LLLHLLL_9.json;2217,53;2180,31;1,0171;125,25;5;0,00
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_1.json;7750,18;7407,95;1,0462;753,89;129;128,34
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_10.json;7765,46;7395,47;1,0500;657,57;132;125,12
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_2.json;7768,61;7411,01;1,0483;866,74;159;142,69
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_3.json;8197,26;7390,33;1,1092;388,68;10;11,28
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_4.json;7723,54;7411,80;1,0421;842,41;165;151,13
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_5.json;7706,50;7377,48;1,0446;646,12;107;108,57
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_6.json;8386,14;7410,27;1,1317;196,77;7;7,74
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_7.json;7663,53;7366,43;1,0403;947,94;114;112,06
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_8.json;8314,58;7403,43;1,1231;284,09;10;8,49
LLLLHHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHH\LLLLHHH_9.json;7795,72;7386,89;1,0553;592,19;56;50,95
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_1.json;2137,85;1996,80;1,0706;0,00;1;0,00
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_10.json;2113,71;1991,55;1,0613;37,49;3;0,50
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_2.json;2169,71;2005,77;1,0817;36,57;3;0,00
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_3.json;2186,06;1998,25;1,0940;69,68;3;0,97
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_4.json;2130,78;1995,37;1,0679;186,25;3;0,50
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_5.json;2179,92;1995,57;1,0924;107,61;5;0,50
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_6.json;2156,70;1979,33;1,0896;131,34;4;0,50
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_7.json;2143,74;2011,07;1,0660;101,16;3;0,00
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_8.json;2162,35;2018,22;1,0714;140,11;6;0,50
LLLLHHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHHL\LLLLHHL_9.json;2133,47;2003,14;1,0651;38,85;5;0,83
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_1.json;7753,31;7462,82;1,0389;776,25;11;8,26
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_10.json;7712,59;7489,63;1,0298;554,05;12;9,80
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_2.json;7725,72;7490,24;1,0314;527,51;5;2,85
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_3.json;7961,01;7507,35;1,0604;551,45;7;4,66
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_4.json;7725,53;7481,10;1,0327;822,10;13;11,23
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_5.json;7833,99;7461,09;1,0500;1096,55;9;10,80
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_6.json;7735,18;7475,76;1,0347;1094,43;11;9,31
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_7.json;7732,72;7508,10;1,0299;821,83;13;9,78
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_8.json;7523,83;7334,91;1,0258;890,22;19;11,18
LLLLHLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLH\LLLLHLH_9.json;7848,68;7469,77;1,0507;490,97;10;9,54
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_1.json;2115,18;2047,76;1,0329;122,28;3;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_10.json;2171,98;2092,51;1,0380;0,00;1;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_2.json;2282,15;2027,62;1,1255;0,00;1;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_3.json;2119,33;2040,80;1,0385;143,57;2;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_4.json;2076,74;2035,78;1,0201;205,65;5;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_5.json;2099,29;2036,35;1,0309;35,14;2;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_6.json;2225,40;2001,87;1,1117;43,62;2;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_7.json;2146,46;2007,06;1,0695;46,57;2;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_8.json;2137,50;2030,93;1,0525;55,20;2;0,00
LLLLHLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLHLL\LLLLHLL_9.json;2085,84;2014,07;1,0356;87,24;3;0,00
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_1.json;8168,66;7952,64;1,0272;400,68;137;99,38
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_10.json;8180,27;7958,08;1,0279;463,91;43;30,95
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_2.json;8182,36;7965,23;1,0273;474,65;113;88,70
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_3.json;8183,80;7974,21;1,0263;293,92;115;113,93
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_4.json;8233,03;7957,98;1,0346;440,70;49;48,05
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_5.json;8157,72;7965,21;1,0242;643,62;162;122,71
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_6.json;8156,17;7965,88;1,0239;499,35;115;92,42
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_7.json;8139,87;7955,42;1,0232;518,03;105;95,82
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_8.json;8178,45;7962,28;1,0271;109,07;35;33,31
LLLLLHH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHH\LLLLLHH_9.json;8145,74;7969,41;1,0221;343,03;135;101,43
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_1.json;2180,76;2111,26;1,0329;46,01;6;0,54
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_10.json;2208,80;2132,77;1,0356;81,58;6;0,53
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_2.json;2195,37;2133,28;1,0291;19,99;3;0,50
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_3.json;2184,00;2117,00;1,0316;117,86;4;0,00
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_4.json;2182,18;2109,38;1,0345;29,15;3;0,00
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_5.json;2171,71;2119,07;1,0248;49,50;4;0,00
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_6.json;2197,18;2120,96;1,0359;36,86;6;0,00
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_7.json;2179,85;2129,01;1,0239;85,16;14;1,07
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_8.json;2213,35;2131,14;1,0386;10,09;3;0,00
LLLLLHL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLHL\LLLLLHL_9.json;2196,68;2138,77;1,0271;0,00;2;0,00
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_1.json;8207,77;8029,73;1,0222;380,44;12;8,65
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_10.json;8157,37;8031,34;1,0157;679,34;11;6,70
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_2.json;8207,85;8019,86;1,0234;380,97;13;12,50
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_3.json;8175,35;8052,00;1,0153;439,21;11;5,92
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_4.json;8158,00;7959,10;1,0250;461,33;10;9,90
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_5.json;8222,44;8075,47;1,0182;307,69;10;8,23
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_6.json;8204,28;7995,95;1,0261;189,94;9;7,86
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_7.json;8147,77;8028,52;1,0149;303,30;12;7,62
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_8.json;8061,13;7944,00;1,0147;549,04;10;11,43
LLLLLLH;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLH\LLLLLLH_9.json;8216,43;8021,08;1,0244;315,26;10;7,23
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_1.json;2292,98;2153,24;1,0649;67,27;2;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_10.json;2223,97;2134,42;1,0420;0,00;1;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_2.json;2158,05;2127,10;1,0146;84,59;3;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_3.json;2300,66;2206,54;1,0427;27,98;2;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_4.json;2139,02;2110,04;1,0137;85,04;4;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_5.json;2205,13;2147,71;1,0267;14,97;3;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_6.json;2182,50;2165,65;1,0078;76,74;4;0,54
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_7.json;2234,74;2184,68;1,0229;33,67;2;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_8.json;2229,33;2180,60;1,0223;90,40;5;0,00
LLLLLLL;C:\Users\Herysson\Documents\Heuristica e Meta Heuristica\instancias\LLLLLLL\LLLLLLL_9.json;2147,48;2099,27;1,0230;71,34;4;0,00
